"","INCIDENT_ADDRESS","BOROUGH","COMMUNITY_BOARD","POLICE_PRECINCT","CITY_COUNCIL_DISTRICT","BBL","CREATED_DATE","STATUS","RESOLUTION_ACTION","CLOSED_DATE","X_COORDINATE","Y_COORDINATE","dispatched","resolution","date","responseTime","dow","weekday","latlong","count"
"3148","336 EAST   13 STREET","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004540024,"07/12/2017","Closed","Cleaning crew dispatched.  Property cleaned.","09/29/2017",988550,205688,1,"Cleaning crew dispatched.  Property cleaned.","2017/07",79,"Wednesday",1,"988550,205688",1
"3150","534 EAST   14 STREET","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004070025,"08/05/2017","Closed","Cleaning crew dispatched.  Property cleaned.","09/14/2017",990079,205177,1,"Cleaning crew dispatched.  Property cleaned.","2017/08",40,"Saturday",1,"990079,205177",1
"3151","418 EAST   14 STREET","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004410016,"08/05/2017","Closed","Cleaning crew dispatched.  Property cleaned.","09/14/2017",989379,205569,1,"Cleaning crew dispatched.  Property cleaned.","2017/08",40,"Saturday",1,"989379,205569",1
"3152","2 WHITE STREET","MANHATTAN","01 MANHATTAN","Precinct 1",1,1001910013,"07/03/2017","Closed","Cleaning crew dispatched.  Owner refused.","09/13/2017",982590,201368,1,"Cleaning crew dispatched.  Owner refused.","2017/07",72,"Monday",1,"982590,201368",1
"3153","304 EAST   77 STREET","MANHATTAN","08 MANHATTAN","Precinct 19",5,1014510047,"06/29/2017","Closed","Cleaning crew dispatched.  Property cleaned.","09/11/2017",996549,220481,1,"Cleaning crew dispatched.  Property cleaned.","2017/06",74,"Thursday",1,"996549,220481",1
"3154","925 LEXINGTON AVENUE","MANHATTAN","08 MANHATTAN","Precinct 19",4,1014030033,"06/23/2017","Closed","Cleaning crew dispatched.  Property cleaned.","09/11/2017",994233,219081,1,"Cleaning crew dispatched.  Property cleaned.","2017/06",80,"Friday",1,"994233,219081",1
"3155","1091 ST NICHOLAS AVENUE","MANHATTAN","12 MANHATTAN","Precinct 33",7,1021220084,"08/08/2017","Closed","Cleaning crew dispatched. No graffiti on property.","09/11/2017",1000876,244639,1,"Cleaning crew dispatched. No graffiti on property.","2017/08",34,"Tuesday",1,"1000876,244639",1
"3158","26 BEDFORD STREET","MANHATTAN","02 MANHATTAN","Precinct 6",3,1005270094,"07/11/2017","Closed","Cleaning crew dispatched.  Property cleaned.","09/12/2017",983208,205069,1,"Cleaning crew dispatched.  Property cleaned.","2017/07",63,"Tuesday",1,"983208,205069",1
"3160","69 ST MARKS PLACE","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004500040,"10/22/2017","Closed","Cleaning crew dispatched.  Property cleaned.","12/04/2017",988088,204494,1,"Cleaning crew dispatched.  Property cleaned.","2017/10",43,"Sunday",0,"988088,204494",1
"3163","825 8 AVENUE","MANHATTAN","04 MANHATTAN","Precinct 18",3,1010400029,"05/31/2017","Open","Mail returned / wrong address","",988052,216921,0,"other","2017/05",NA,"Wednesday",1,"988052,216921",1
"3164","248 GRAND STREET","MANHATTAN","03 MANHATTAN","Precinct 5",1,1004230027,"11/27/2017","Open","Site downloaded for cleaning","",985858,200962,0,"in process","2017/11",NA,"Monday",1,"985858,200962",1
"3165","428 WEST   19 STREET","MANHATTAN","04 MANHATTAN","Precinct 10",3,1007160052,"11/16/2017","Open","Site downloaded for cleaning","",983026,210544,0,"in process","2017/11",NA,"Thursday",1,"983026,210544",1
"3166","250 WEST HOUSTON STREET","MANHATTAN","02 MANHATTAN","Precinct 6",3,1005810054,"01/01/2018","Open","Site to be cleaned.","",982589,204753,0,"in process","2018/01",NA,"Monday",1,"982589,204753",1
"3167","248 WEST  106 STREET","MANHATTAN","07 MANHATTAN","Precinct 24",7,1018770050,"12/07/2017","Open","Site to be cleaned.","",993305,231140,0,"in process","2017/12",NA,"Thursday",1,"993305,231140",1
"3168","235 WEST  125 STREET","MANHATTAN","10 MANHATTAN","Precinct 28",9,1019310017,"12/16/2017","Open","Site to be cleaned.","",998225,234199,0,"in process","2017/12",NA,"Saturday",1,"998225,234199",1
"3169","38 WEST   33 STREET","MANHATTAN","05 MANHATTAN","Precinct 14",4,1008340069,"12/18/2017","Open","Site to be cleaned.","",987851,212005,0,"in process","2017/12",NA,"Monday",1,"987851,212005",1
"3170","87 EAST    3 STREET","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004450043,"01/25/2018","Open","Notice of Intent to Clean and Forever graffiti free form sent","",987531,203366,0,"in process","2018/01",NA,"Thursday",1,"987531,203366",1
"3171","529 9 AVENUE","MANHATTAN","04 MANHATTAN","Precinct 10",3,1007370034,"01/03/2018","Open","Notice of Intent to Clean and Forever graffiti free form sent","",985957,214994,0,"in process","2018/01",NA,"Wednesday",1,"985957,214994",1
"3172","1253 ST NICHOLAS AVENUE","MANHATTAN","12 MANHATTAN","Precinct 33",10,1021410042,"11/17/2017","Open","Site downloaded for cleaning","",1001482,246732,0,"in process","2017/11",NA,"Friday",1,"1001482,246732",1
"3173","880 5 AVENUE","MANHATTAN","08 MANHATTAN","Precinct 19",4,1013840001,"10/06/2017","Open","Site downloaded for cleaning","",993012,220031,0,"in process","2017/10",NA,"Friday",1,"993012,220031",1
"3174","687 9 AVENUE","MANHATTAN","04 MANHATTAN","Precinct 18",3,1010570031,"10/16/2017","Open","Site downloaded for cleaning","",986971,216827,0,"in process","2017/10",NA,"Monday",1,"986971,216827",1
"3175","1364 YORK AVENUE","MANHATTAN","08 MANHATTAN","Precinct 19",5,1014840051,"01/22/2018","Open","Site to be cleaned.","",997154,218826,0,"in process","2018/01",NA,"Monday",1,"997154,218826",1
"3177","2020 7 AVENUE","MANHATTAN","10 MANHATTAN","Precinct 28",9,1019260035,"01/25/2018","Open","Site to be cleaned.","",998016,233046,0,"in process","2018/01",NA,"Thursday",1,"998016,233046",1
"3178","40 MARKET STREET","MANHATTAN","03 MANHATTAN","Precinct 5",1,1002750027,"01/10/2018","Open","Site to be cleaned.","",985812,198829,0,"in process","2018/01",NA,"Wednesday",1,"985812,198829",1
"3181","530 2 AVENUE","MANHATTAN","06 MANHATTAN","Precinct 13",2,1009350005,"11/28/2017","Open","Site to be cleaned.","",990366,209580,0,"in process","2017/11",NA,"Tuesday",1,"990366,209580",1
"3182","250 WEST   14 STREET","MANHATTAN","02 MANHATTAN","Precinct 6",3,1006180008,"11/14/2017","Open","Site to be cleaned.","",983938,208570,0,"in process","2017/11",NA,"Tuesday",1,"983938,208570",1
"3183","189 2 AVENUE","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004670031,"11/14/2017","Open","Site to be cleaned.","",988122,205553,0,"in process","2017/11",NA,"Tuesday",1,"988122,205553",1
"3185","2226 7 AVENUE","MANHATTAN","10 MANHATTAN","Precinct 32",9,1019370029,"10/03/2017","Closed","Cleaning crew dispatched.  Property cleaned.","11/20/2017",999358,235469,1,"Cleaning crew dispatched.  Property cleaned.","2017/10",48,"Tuesday",1,"999358,235469",1
"3186","206 WEST   95 STREET","MANHATTAN","07 MANHATTAN","Precinct 24",6,1012420037,"12/20/2017","Open","Site to be cleaned.","",992222,228378,0,"in process","2017/12",NA,"Wednesday",1,"992222,228378",1
"3187","28 WEST   28 STREET","MANHATTAN","05 MANHATTAN","Precinct 13",3,1008290061,"10/08/2017","Closed","Cleaning crew dispatched.  Property cleaned.","11/14/2017",987262,210863,1,"Cleaning crew dispatched.  Property cleaned.","2017/10",37,"Sunday",0,"987262,210863",1
"3188","2551 BROADWAY","MANHATTAN","07 MANHATTAN","Precinct 24",6,1012430055,"08/22/2017","Closed","Cleaning crew dispatched.  Property cleaned.","10/26/2017",991997,228680,1,"Cleaning crew dispatched.  Property cleaned.","2017/08",65,"Tuesday",1,"991997,228680",1
"3191","218 BOWERY","MANHATTAN","02 MANHATTAN","Precinct 5",1,1004920025,"08/22/2017","Closed","Cleaning crew dispatched. No graffiti on property.","09/26/2017",986067,202281,1,"Cleaning crew dispatched. No graffiti on property.","2017/08",35,"Tuesday",1,"986067,202281",1
"3192","387 CANAL STREET","MANHATTAN","02 MANHATTAN","Precinct 1",1,1002270004,"06/16/2017","Closed","Cleaning crew dispatched. No graffiti on property.","08/10/2017",982922,202126,1,"Cleaning crew dispatched. No graffiti on property.","2017/06",55,"Friday",1,"982922,202126",1
"3193","18 SPRING STREET","MANHATTAN","02 MANHATTAN","Precinct 5",1,1004790019,"06/11/2017","Closed","Cleaning crew dispatched.  Property cleaned.","07/25/2017",985643,202106,1,"Cleaning crew dispatched.  Property cleaned.","2017/06",44,"Sunday",0,"985643,202106",1
"3194","772 AMSTERDAM AVENUE","MANHATTAN","07 MANHATTAN","Precinct 24",7,1018690035,"01/03/2018","Closed","Graffiti is intentional.","",992683,228992,0,"Graffiti is intentional","2018/01",NA,"Wednesday",1,"992683,228992",1
"3195","62 AVENUE C","MANHATTAN","03 MANHATTAN","Precinct 9",2,1003740005,"12/18/2017","Closed","Graffiti is intentional.","01/11/2018",989829,202566,0,"Graffiti is intentional","2017/12",24,"Monday",1,"989829,202566",1
"3196","101 CHRYSTIE STREET","MANHATTAN","03 MANHATTAN","Precinct 5",1,1003040021,"10/22/2017","Closed","Cleaning crew dispatched.  Property cleaned.","12/04/2017",985926,200833,1,"Cleaning crew dispatched.  Property cleaned.","2017/10",43,"Sunday",0,"985926,200833",1
"3198","656 WEST  183 STREET","MANHATTAN","12 MANHATTAN","Precinct 34",10,1021640026,"04/22/2017","Closed","Cleaning crew dispatched.  Property cleaned.","06/29/2017",1002409,249371,1,"Cleaning crew dispatched.  Property cleaned.","2017/04",68,"Saturday",1,"1002409,249371",1
"3202","134 BOWERY","MANHATTAN","02 MANHATTAN","Precinct 5",1,1004700059,"04/22/2017","Closed","Cleaning crew dispatched.  Property cleaned.","06/22/2017",985736,201191,1,"Cleaning crew dispatched.  Property cleaned.","2017/04",61,"Saturday",1,"985736,201191",1
"3203","122 EAST   83 STREET","MANHATTAN","08 MANHATTAN","Precinct 19",4,1015110061,"03/03/2017","Closed","Cleaning crew dispatched.  Property cleaned.","06/14/2017",995979,222656,1,"Cleaning crew dispatched.  Property cleaned.","2017/03",103,"Friday",1,"995979,222656",1
"3205","890 AMSTERDAM AVENUE","MANHATTAN","07 MANHATTAN","Precinct 24",7,1018750029,"03/07/2017","Closed","Cleaning crew dispatched.  Property cleaned.","05/23/2017",993419,230320,1,"Cleaning crew dispatched.  Property cleaned.","2017/03",77,"Tuesday",1,"993419,230320",1
"3207","103 ALLEN STREET","MANHATTAN","03 MANHATTAN","Precinct 5",1,1004140019,"10/03/2017","Closed","Cleaning crew dispatched.  Property cleaned.","11/09/2017",986860,201160,1,"Cleaning crew dispatched.  Property cleaned.","2017/10",37,"Tuesday",1,"986860,201160",2
"3209","405 EAST    6 STREET","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004340055,"08/28/2017","Closed","Cleaning crew dispatched.  Owner refused.","10/06/2017",988196,203865,1,"Cleaning crew dispatched.  Owner refused.","2017/08",39,"Monday",1,"988196,203865",1
"3211","960 AMSTERDAM AVENUE","MANHATTAN","07 MANHATTAN","Precinct 24",7,1018790029,"08/17/2017","Closed","Cleaning crew dispatched.  Property cleaned.","10/06/2017",993897,231181,1,"Cleaning crew dispatched.  Property cleaned.","2017/08",50,"Thursday",1,"993897,231181",1
"3212","195 BLEECKER STREET","MANHATTAN","02 MANHATTAN","Precinct 6",1,1005427502,"07/07/2017","Closed","Cleaning crew dispatched. No graffiti on property.","09/28/2017",983851,204979,1,"Cleaning crew dispatched. No graffiti on property.","2017/07",83,"Friday",1,"983851,204979",1
"3213","105 CROSBY STREET","MANHATTAN","02 MANHATTAN","Precinct 5",1,1004967501,"06/21/2017","Closed","Cleaning crew dispatched.  Owner refused.","09/14/2017",985054,202937,1,"Cleaning crew dispatched.  Owner refused.","2017/06",85,"Wednesday",1,"985054,202937",1
"3214","139 2 AVENUE","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004640036,"07/02/2017","Closed","Cleaning crew dispatched. No graffiti on property.","09/13/2017",987731,204848,1,"Cleaning crew dispatched. No graffiti on property.","2017/07",73,"Sunday",0,"987731,204848",1
"3215","60 COOPER STREET","MANHATTAN","12 MANHATTAN","Precinct 34",10,1022400029,"03/18/2017","Closed","Cleaning crew dispatched.  Property cleaned.","05/31/2017",1005585,255558,1,"Cleaning crew dispatched.  Property cleaned.","2017/03",74,"Saturday",1,"1005585,255558",1
"3216","418A EAST    9 STREET","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004360016,"05/08/2017","Closed","Cleaning crew dispatched.  Property cleaned.","07/28/2017",988680,204440,1,"Cleaning crew dispatched.  Property cleaned.","2017/05",81,"Monday",1,"988680,204440",1
"3217","163 ORCHARD STREET","MANHATTAN","03 MANHATTAN","Precinct 7",1,1004160058,"09/26/2017","Closed","Cleaning crew dispatched. No graffiti on property.","12/04/2017",987369,201972,1,"Cleaning crew dispatched. No graffiti on property.","2017/09",69,"Tuesday",1,"987369,201972",1
"3218","147 LAFAYETTE STREET","MANHATTAN","02 MANHATTAN","Precinct 5",1,1002340017,"01/09/2018","Open","Notice of Intent to Clean and Forever graffiti free form sent","",984387,201426,0,"in process","2018/01",NA,"Tuesday",1,"984387,201426",1
"3219","454 LENOX AVENUE","MANHATTAN","10 MANHATTAN","Precinct 32",9,1017300001,"01/29/2018","Open","Site to be cleaned.","",1000311,235319,0,"in process","2018/01",NA,"Monday",1,"1000311,235319",1
"3220","290 GRAND STREET","MANHATTAN","03 MANHATTAN","Precinct 5",1,1004130029,"12/18/2017","Open","Site to be cleaned.","",986440,200729,0,"in process","2017/12",NA,"Monday",1,"986440,200729",1
"3221","205 AVENUE C","MANHATTAN","03 MANHATTAN","Precinct 9",2,1003950022,"06/29/2017","Open","Public Property (Non-City)","",990775,204275,0,"other","2017/06",NA,"Thursday",1,"990775,204275",1
"3222","36 EAST    3 STREET","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004580025,"12/17/2017","Open","Site to be cleaned.","",986960,203677,0,"in process","2017/12",NA,"Sunday",0,"986960,203677",1
"3223","268 EAST    4 STREET","MANHATTAN","03 MANHATTAN","Precinct 9",2,1003860020,"12/20/2017","Open","Site to be cleaned.","",989318,202659,0,"in process","2017/12",NA,"Wednesday",1,"989318,202659",1
"3224","4651 BROADWAY","MANHATTAN","12 MANHATTAN","Precinct 34",10,NA,"02/12/2017","Open","Property Research Required","",1003618,253578,0,"in process","2017/02",NA,"Sunday",0,"1003618,253578",1
"3226","542 BROADWAY","MANHATTAN","02 MANHATTAN","Precinct 5",1,1004977503,"10/16/2017","Open","Site downloaded for cleaning","",984691,202861,0,"in process","2017/10",NA,"Monday",1,"984691,202861",1
"3228","20 EAST   33 STREET","MANHATTAN","05 MANHATTAN","Unspecified",4,1008627504,"12/08/2017","Open","Site to be cleaned.","",988692,211542,0,"in process","2017/12",NA,"Friday",1,"988692,211542",1
"3229","2038 5 AVENUE","MANHATTAN","10 MANHATTAN","Precinct 28",9,1017230039,"02/04/2018","Open","Site to be cleaned.","",1000336,233272,0,"in process","2018/02",NA,"Sunday",0,"1000336,233272",1
"3230","1685 AMSTERDAM AVENUE","MANHATTAN","09 MANHATTAN","Precinct 30",7,1020590001,"01/03/2018","Open","Site to be cleaned.","",998536,239543,0,"in process","2018/01",NA,"Wednesday",1,"998536,239543",1
"3231","137 ORCHARD STREET","MANHATTAN","03 MANHATTAN","Precinct 7",1,1004150068,"01/09/2018","Open","Site to be cleaned.","",987219,201586,0,"in process","2018/01",NA,"Tuesday",1,"987219,201586",2
"3235","246 EAST    4 STREET","MANHATTAN","03 MANHATTAN","Precinct 9",2,1003860010,"12/20/2017","Open","Site to be cleaned.","",989162,202746,0,"in process","2017/12",NA,"Wednesday",1,"989162,202746",1
"3236","756 10 AVENUE","MANHATTAN","04 MANHATTAN","Precinct 18",3,1010610004,"12/18/2017","Open","Site to be cleaned.","",986710,218201,0,"in process","2017/12",NA,"Monday",1,"986710,218201",1
"3237","666 6 AVENUE","MANHATTAN","05 MANHATTAN","Precinct 13",3,1008220079,"12/15/2017","Open","Site to be cleaned.","",985952,209401,0,"in process","2017/12",NA,"Friday",1,"985952,209401",1
"3239","518 9 AVENUE","MANHATTAN","04 MANHATTAN","Precinct 14",3,1007620072,"11/21/2017","Open","Site to be cleaned.","",985874,214833,0,"in process","2017/11",NA,"Tuesday",1,"985874,214833",1
"3240","252 WEST   14 STREET","MANHATTAN","02 MANHATTAN","Precinct 6",3,1006180007,"11/14/2017","Open","Site to be cleaned.","",983926,208576,0,"in process","2017/11",NA,"Tuesday",1,"983926,208576",1
"3241","162 ATTORNEY STREET","MANHATTAN","03 MANHATTAN","Precinct 7",2,1003450006,"05/18/2017","Closed","Cleaning crew dispatched.  Property cleaned.","06/27/2017",988880,201821,1,"Cleaning crew dispatched.  Property cleaned.","2017/05",40,"Thursday",1,"988880,201821",1
"3247","15 WEST   36 STREET","MANHATTAN","05 MANHATTAN","Precinct 14",4,1008380032,"08/01/2017","Closed","Cleaning crew dispatched.  Property cleaned.","10/12/2017",988561,212551,1,"Cleaning crew dispatched.  Property cleaned.","2017/08",72,"Tuesday",1,"988561,212551",1
"3248","9 WEST   30 STREET","MANHATTAN","05 MANHATTAN","Precinct 14",4,1008320034,"08/05/2017","Closed","Cleaning crew dispatched.  Property cleaned.","09/11/2017",987847,211135,1,"Cleaning crew dispatched.  Property cleaned.","2017/08",37,"Saturday",1,"987847,211135",2
"3249","148 FORSYTH STREET","MANHATTAN","03 MANHATTAN","Precinct 5",1,1004200044,"05/28/2017","Closed","Cleaning crew dispatched.  Property cleaned.","07/20/2017",986515,201728,1,"Cleaning crew dispatched.  Property cleaned.","2017/05",53,"Sunday",0,"986515,201728",1
"3251","115 WADSWORTH AVENUE","MANHATTAN","12 MANHATTAN","Precinct 33",10,1021620001,"10/02/2017","Closed","Cleaning crew dispatched.  Cannot locate property.","12/05/2017",1001924,248320,1,"Cleaning crew dispatched.  Cannot locate property.","2017/10",64,"Monday",1,"1001924,248320",1
"3252","231 EAST   29 STREET","MANHATTAN","06 MANHATTAN","Precinct 13",2,1009100020,"10/29/2017","Closed","Cleaning crew dispatched.  Property cleaned.","12/04/2017",989906,209699,1,"Cleaning crew dispatched.  Property cleaned.","2017/10",36,"Sunday",0,"989906,209699",1
"3254","98 7 AVENUE","MANHATTAN","04 MANHATTAN","Precinct 10",3,1007650041,"05/11/2017","Closed","Cleaning crew dispatched.  Property cleaned.","07/10/2017",984585,208802,1,"Cleaning crew dispatched.  Property cleaned.","2017/05",60,"Thursday",1,"984585,208802",1
"3256","186 EAST  104 STREET","MANHATTAN","11 MANHATTAN","Precinct 23",8,1016310140,"04/23/2017","Closed","Cleaning crew dispatched.  Property cleaned.","06/14/2017",999194,227251,1,"Cleaning crew dispatched.  Property cleaned.","2017/04",52,"Sunday",0,"999194,227251",1
"3257","1755 LEXINGTON AVENUE","MANHATTAN","11 MANHATTAN","Precinct 23",8,1016360050,"04/09/2017","Closed","Cleaning crew dispatched.  Property cleaned.","06/14/2017",999501,228588,1,"Cleaning crew dispatched.  Property cleaned.","2017/04",66,"Sunday",0,"999501,228588",1
"3258","186 STANTON STREET","MANHATTAN","03 MANHATTAN","Precinct 7",2,1003450036,"03/28/2017","Closed","Cleaning crew dispatched.  Property cleaned.","06/09/2017",988795,201584,1,"Cleaning crew dispatched.  Property cleaned.","2017/03",73,"Tuesday",1,"988795,201584",1
"3260","39 CROSBY STREET","MANHATTAN","02 MANHATTAN","Precinct 5",1,1004737503,"03/15/2017","Closed","Cleaning crew dispatched.  Property cleaned.","04/19/2017",984505,202084,1,"Cleaning crew dispatched.  Property cleaned.","2017/03",35,"Wednesday",1,"984505,202084",1
"3262","221 MADISON STREET","MANHATTAN","03 MANHATTAN","Precinct 7",1,1002710044,"10/17/2017","Closed","Cleaning crew dispatched.  Property cleaned.","11/09/2017",987296,198945,1,"Cleaning crew dispatched.  Property cleaned.","2017/10",23,"Tuesday",1,"987296,198945",1
