INCIDENT_ADDRESS,BOROUGH,COMMUNITY_BOARD,POLICE_PRECINCT,CITY_COUNCIL_DISTRICT,BBL,CREATED_DATE,STATUS,RESOLUTION_ACTION,CLOSED_DATE,X_COORDINATE,Y_COORDINATE
46-00 METROPOLITAN AVENUE,QUEENS,05 QUEENS,Precinct 104,34,4033930001,11/06/2017,Closed,Cleaning crew dispatched.  Property cleaned.,12/05/2017,1005441,199405
42-16 34 AVENUE,QUEENS,01 QUEENS,Precinct 114,26,4006750121,10/02/2017,Closed,Cleaning crew dispatched.  Property cleaned.,12/05/2017,1006745,214610
851 LIBERTY AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,37,3039760070,11/09/2017,Closed,Cleaning crew dispatched.  Property cleaned.,12/01/2017,1018044,185990
826 JAMAICA AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,37,3041050041,11/07/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/30/2017,1019081,190372
2067 MCDONALD AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,47,3066810007,11/03/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/29/2017,991888,158685
35 SEABRING STREET,BROOKLYN,06 BROOKLYN,Precinct 76,38,3005110019,11/07/2017,Closed,Graffiti is intentional.,11/29/2017,982401,187281
825 EAST  140 STREET,BRONX,01 BRONX,Precinct 40,17,2025920021,10/28/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/27/2017,1009505,232522
160-10 CROSS BAY BOULEVARD,QUEENS,10 QUEENS,Precinct 106,32,4140300006,11/01/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/21/2017,1028815,178727
163 WILSON AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3032350008,07/12/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/15/2017,1005195,194313
63 GANSEVOORT STREET,MANHATTAN,02 MANHATTAN,Precinct 6,03,1006440043,03/30/2017,Closed,Cleaning crew dispatched. No graffiti on property.,07/11/2017,982232,208659
2039 MCDONALD AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,47,3066810058,04/08/2017,Closed,Cleaning crew dispatched.  Cannot locate property.,06/30/2017,991916,158954
1266 BROADWAY,BROOKLYN,03 BROOKLYN,Precinct 81,41,3016230041,05/01/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/29/2017,1005070,191079
735 MC DONALD AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,39,3053850060,05/18/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/26/2017,990301,171091
358 SOUTHERN BOULEVARD,BRONX,01 BRONX,Precinct 40,08,2025990002,04/07/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/26/2017,1009719,233555
27-55 JACKSON AVENUE,QUEENS,02 QUEENS,Precinct 108,26,4004320001,04/10/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/19/2017,1000996,211850
94-05 165 STREET,QUEENS,12 QUEENS,Precinct 103,27,4101550090,04/17/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/07/2017,1041612,195534
113 FRANKLIN STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33,3025570024,03/29/2017,Closed,Cleaning crew dispatched.  Property cleaned.,05/31/2017,995995,205232
428 EAST  149 STREET,BRONX,01 BRONX,Precinct 40,08,2022930042,04/16/2017,Closed,Cleaning crew dispatched. No graffiti on property.,05/25/2017,1007406,236401
393 CANAL STREET,MANHATTAN,02 MANHATTAN,Precinct 1,01,1002270007,02/18/2017,Closed,Cleaning crew dispatched.  Property cleaned.,05/18/2017,982902,202144
137 POWERS STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34,3027760037,02/13/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/07/2017,999446,198783
2050 STILLWELL AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,47,3068690041,03/02/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/03/2017,988342,156668
174 CLASSON AVENUE,BROOKLYN,02 BROOKLYN,Precinct 88,35,3018950055,10/11/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/09/2017,994989,192400
1094 BROADWAY,BROOKLYN,03 BROOKLYN,Precinct 81,36,3016000014,10/12/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/02/2017,1003492,192259
1772 86 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,43,3063680033,10/11/2017,Closed,Cleaning crew dispatched.  Owner refused.,11/01/2017,983391,160611
3707 NOSTRAND AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,48,3074220073,10/19/2017,Closed,Cleaning crew dispatched. No graffiti on property.,10/31/2017,1000780,155397
1905 BROADWAY,BROOKLYN,04 BROOKLYN,Precinct 83,37,3034700003,10/02/2017,Closed,Cleaning crew dispatched. No graffiti on property.,10/24/2017,1010347,187141
50 WEST MOUNT EDEN AVENUE,BRONX,04 BRONX,Precinct 44,14,2028650049,10/01/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/23/2017,1007468,247086
901 EAST TREMONT AVENUE,BRONX,06 BRONX,Precinct 48,17,2031210033,07/26/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/20/2017,1016177,246138
2799 THIRD AVENUE,BRONX,01 BRONX,Precinct 40,08,2023270028,08/06/2017,Closed,Cleaning crew dispatched. No graffiti on property.,10/12/2017,1006465,236193
118 ORCHARD STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1004100034,08/31/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/06/2017,987124,201325
6424 4 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,38,3058170036,08/06/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/06/2017,978349,171758
10 LUDLOW STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1002970001,08/18/2017,Closed,Cleaning crew dispatched.  Cannot locate property.,10/04/2017,986766,199792
620 MORRIS PARK AVENUE,BRONX,11 BRONX,Precinct 49,15,2040290008,08/06/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/04/2017,1020485,246910
1611 WESTCHESTER AVENUE,BRONX,09 BRONX,Precinct 43,18,2037770001,08/27/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/03/2017,1018826,241466
3775 10 AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10,1021990001,08/22/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/29/2017,1006051,253103
1383 DUMONT AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,42,3042850001,07/10/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/25/2017,1021234,183536
30 PIKE STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1002750028,07/29/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/22/2017,986343,198945
2068 ATLANTIC AVENUE,BROOKLYN,16 BROOKLYN,Precinct 73,41,3014320001,08/13/2017,Closed,Cleaning crew dispatched.  Cannot locate property.,09/21/2017,1006727,185859
1720 BOONE AVENUE,BRONX,03 BRONX,Precinct 42,17,2030150019,07/07/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/19/2017,1016403,243576
382 MYRTLE AVENUE,BROOKLYN,02 BROOKLYN,Precinct 88,35,3020750022,03/01/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/19/2017,992374,191814
70 NORTH    5 STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33,3023420001,08/19/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/18/2017,994962,200954
2933 AVENUE U,BROOKLYN,15 BROOKLYN,Precinct 61,46,3073350046,07/09/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/14/2017,1000459,158047
415 BROADWAY,MANHATTAN,01 MANHATTAN,Precinct 1,01,1002100021,07/29/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/13/2017,983676,201299
327 AUDUBON AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10,1021550001,08/08/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/11/2017,1003017,248581
3833 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 33,07,1021370001,06/21/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/11/2017,999830,243750
440 UNION AVENUE,BROOKLYN,01 BROOKLYN,Precinct 90,34,3027610006,08/03/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/05/2017,997688,199225
1918 ARTHUR AVENUE,BRONX,06 BRONX,Precinct 48,17,2029470018,08/05/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/24/2017,1013737,247333
2375 EAST TREMONT AVENUE,BRONX,11 BRONX,Precinct 49,13,2040420222,07/03/2017,Closed,Cleaning crew dispatched.  Owner refused.,08/09/2017,1024300,246169
2235 3 AVENUE,MANHATTAN,11 MANHATTAN,Precinct 25,08,1017860004,07/07/2017,Closed,Cleaning crew dispatched.  Cannot locate property.,08/04/2017,1001583,231300
431 EAST   91 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,05,1015710019,07/06/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/03/2017,999146,223361
1328 3 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,04,1014100040,07/06/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/03/2017,995663,220627
1755 CONEY ISLAND AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,48,3067490086,07/10/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/03/2017,994468,163116
120 AVENUE M,BROOKLYN,12 BROOKLYN,Precinct 66,44,3065640001,07/03/2017,Closed,Cleaning crew dispatched.  Owner refused.,07/31/2017,991434,163866
7901 17 AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,43,3062720010,06/05/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/31/2017,984040,162436
670 FLUSHING AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36,3017220016,07/12/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/28/2017,999242,194401
60-10 KISSENA BOULEVARD,QUEENS,07 QUEENS,Precinct 109,20,4064410025,05/19/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/28/2017,1035480,208865
895 MCDONALD AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,44,3054080066,06/30/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/27/2017,990521,169567
1267 MCDONALD AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44,3065240060,06/30/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/27/2017,991045,165953
9411 DITMAS AVENUE,BROOKLYN,17 BROOKLYN,Precinct 67,42,3081120002,06/24/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/27/2017,1008760,176135
2033 MCDONALD AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,47,3066810059,05/16/2017,Closed,Cleaning crew dispatched.  Cannot locate property.,07/19/2017,991920,158992
2808 WEST   36 STREET,BROOKLYN,13 BROOKLYN,Precinct 60,47,3070040011,10/20/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/30/2017,983670,149335
104-28 JAMAICA AVENUE,QUEENS,09 QUEENS,Precinct 102,32,4092890012,07/06/2017,Closed,Cleaning crew dispatched.  Owner refused.,07/25/2017,1027876,192593
762 FRANKLIN AVENUE,BROOKLYN,08 BROOKLYN,Precinct 77,35,3011750062,06/13/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/25/2017,996094,184306
5124 9 AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,38,3056510047,08/16/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/15/2017,983570,172043
138 IRVING AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3032360036,09/04/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/07/2017,1006136,195339
451 IRVING AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3033930010,09/20/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/28/2017,1009573,192784
474 9 AVENUE,MANHATTAN,04 MANHATTAN,Precinct 14,03,1007600004,10/24/2017,Closed,Cleaning crew dispatched.  Property cleaned.,12/05/2017,985588,214316
308 HOOPER STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34,3024640034,10/26/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/30/2017,997037,196961
102 SARATOGA AVENUE,BROOKLYN,03 BROOKLYN,Precinct 81,41,3015050036,09/22/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/29/2017,1007199,188192
5824 4 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008540046,09/21/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/22/2017,979413,173107
79-10 JAMAICA AVENUE,QUEENS,09 QUEENS,Precinct 102,30,4089140012,11/07/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/21/2017,1022213,191415
89-17 JAMAICA AVENUE,QUEENS,09 QUEENS,Precinct 102,32,4088680032,11/08/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/21/2017,1024365,191701
246 WEST  116 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,09,1018310056,10/12/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/16/2017,996887,232193
2243 HUGHES AVENUE,BRONX,06 BRONX,Precinct 48,15,2030710066,09/05/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/15/2017,1015045,249541
187 BAY   34 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,47,3068890031,06/25/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/12/2017,985666,156503
1219 FLATBUSH AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,45,3051880001,05/09/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/12/2017,996553,172648
180 WYCKOFF AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3032900036,05/11/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/10/2017,1007620,195084
645 5 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008790006,05/26/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/30/2017,986496,180750
301 SOUNDVIEW AVENUE,BRONX,09 BRONX,Precinct 43,18,2034740055,05/06/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/27/2017,1024043,234988
150 ORCHARD STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1004110003,05/31/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/26/2017,987322,201834
1306 EAST   14 STREET,BROOKLYN,14 BROOKLYN,Precinct 70,48,3067420010,04/05/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/26/2017,995093,164338
1177 2 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,04,1014170021,05/19/2017,Closed,Cleaning crew dispatched.  Cannot locate property.,06/23/2017,994523,217110
573 EAST FORDHAM ROAD,BRONX,06 BRONX,Precinct 48,15,2032730269,05/08/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/21/2017,1015845,252171
189-19 JAMAICA AVENUE,QUEENS,12 QUEENS,Precinct 103,23,4104450037,05/20/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/16/2017,1048123,198696
753 METROPOLITAN AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,34,3027600041,06/05/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/16/2017,999798,199624
275A MALCOLM X BOULEVARD,BROOKLYN,03 BROOKLYN,Precinct 81,36,3016720003,04/08/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/14/2017,1003928,188106
2117 UTICA AVENUE,BROOKLYN,18 BROOKLYN,Precinct 63,46,3078750026,03/15/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/14/2017,1004518,165217
429 COLUMBIA STREET,BROOKLYN,06 BROOKLYN,Precinct 76,38,3005340006,05/02/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/13/2017,982498,186123
2919 AVENUE I,BROOKLYN,14 BROOKLYN,Precinct 70,45,3075750003,02/10/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/13/2017,998671,168477
760 FRANKLIN AVENUE,BROOKLYN,08 BROOKLYN,Precinct 77,35,3011750061,03/03/2017,Closed,Cleaning crew dispatched. No graffiti on property.,06/12/2017,996099,184325
108 RIDGE STREET,MANHATTAN,03 MANHATTAN,Precinct 7,02,1003440076,03/31/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/09/2017,988900,201182
444 BROOME STREET,MANHATTAN,02 MANHATTAN,Precinct 1,01,1004840028,04/04/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/09/2017,984228,202289
239 EAST    5 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004610035,04/03/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/09/2017,986952,204260
87-03 NORTHERN BOULEVARD,QUEENS,03 QUEENS,Precinct 115,25,4014170046,03/09/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/08/2017,1017338,214757
6024 4 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3057810041,04/16/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/06/2017,979080,172686
25-98 STEINWAY STREET,QUEENS,01 QUEENS,Precinct 114,22,4006540105,03/25/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/05/2017,1008609,218915
7406 13 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3062100039,04/13/2017,Closed,Cleaning crew dispatched. No graffiti on property.,06/05/2017,982326,165449
787 SENECA AVENUE,QUEENS,05 QUEENS,Precinct 104,34,4034620002,02/15/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/02/2017,1010361,194946
985 EAST  174 STREET,BRONX,03 BRONX,Precinct 42,17,2029980166,02/28/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/02/2017,1016116,244019
876 FOURTH AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3006760045,02/17/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/01/2017,983705,178526
1645 MCDONALD AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44,3065830080,04/13/2017,Closed,Cleaning crew dispatched.  Property cleaned.,05/26/2017,991539,162547
124 FEATHERBED LANE,BRONX,05 BRONX,Precinct 46,14,2028740097,02/10/2017,Closed,Cleaning crew dispatched.  Property cleaned.,05/18/2017,1006380,247554
45 LUDLOW STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1003090025,03/13/2017,Closed,Cleaning crew dispatched.  Property cleaned.,05/10/2017,986944,200264
509 78 STREET,BROOKLYN,10 BROOKLYN,Precinct 68,43,3059620001,02/24/2017,Closed,Cleaning crew dispatched.  Property cleaned.,05/08/2017,977849,167694
1068 CONEY ISLAND AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,40,3064980016,03/01/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/20/2017,993537,169310
1041 NELSON AVENUE,BRONX,04 BRONX,Precinct 44,08,2025120015,02/23/2017,Closed,Cleaning crew dispatched. No graffiti on property.,04/19/2017,1004134,243003
1807 ARCHER STREET,BRONX,09 BRONX,Precinct 43,18,2039200024,02/23/2017,Closed,Cleaning crew dispatched.  Owner refused.,04/17/2017,1021072,244445
7011 3 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3058910218,03/09/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/14/2017,976894,170468
218 WEST   14 STREET,MANHATTAN,02 MANHATTAN,Precinct 6,03,1006187503,03/16/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/13/2017,984117,208470
211 1 AVENUE,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004540038,10/08/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/13/2017,988893,205391
88 WHITE STREET,MANHATTAN,01 MANHATTAN,Precinct 5,01,1001950026,09/02/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/06/2017,983705,200680
493 SECOND AVENUE,MANHATTAN,06 MANHATTAN,Precinct 13,02,1009080033,10/08/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/03/2017,990124,209165
153 AVENUE O,BROOKLYN,11 BROOKLYN,Precinct 62,44,3065800037,10/11/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/27/2017,990068,161795
61-29 WOODHAVEN BOULEVARD,QUEENS,06 QUEENS,Precinct 112,29,4031050001,07/30/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/17/2017,1019993,204568
186-09 JAMAICA AVENUE,QUEENS,12 QUEENS,Precinct 103,27,4099080015,07/30/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/16/2017,1047191,198022
42 WOOSTER ST EXTENSION,MANHATTAN,02 MANHATTAN,Precinct 1,01,1004757505,07/24/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/13/2017,983532,202477
6013 4 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3057820004,09/24/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/12/2017,979099,172700
702 5 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3006430042,09/21/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/12/2017,985968,180093
147 AVENUE A,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004370030,07/29/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/12/2017,989084,204293
576 SOUTHERN BOULEVARD,BRONX,02 BRONX,Precinct 41,08,2026030017,07/30/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/11/2017,1011126,235299
1319 SOUTHERN BOULEVARD,BRONX,03 BRONX,Precinct 42,17,2029760101,07/30/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/11/2017,1014270,242065
1854 ARCHER STREET,BRONX,09 BRONX,Precinct 43,18,2039010037,07/30/2017,Closed,Cleaning crew dispatched.  Cannot locate property.,10/10/2017,1021659,244515
660 MORRIS PARK AVENUE,BRONX,11 BRONX,Precinct 49,15,2040310005,08/06/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/04/2017,1020949,247146
1038 SOUTHERN BOULEVARD,BRONX,02 BRONX,Precinct 41,17,2027430011,07/30/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/02/2017,1014178,239515
17 EAST   27 STREET,MANHATTAN,05 MANHATTAN,Precinct 13,02,1008570018,07/10/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/29/2017,987939,210201
300 EAST   78 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,05,1014520049,07/09/2017,Closed,Cleaning crew dispatched. No graffiti on property.,09/29/2017,996658,220722
110 MACDOUGAL STREET,MANHATTAN,02 MANHATTAN,Precinct 6,01,1005400004,07/07/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/28/2017,984012,205070
311 6 AVENUE,MANHATTAN,02 MANHATTAN,Precinct 6,03,1005890038,07/07/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/28/2017,983818,205536
456 PARK AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,33,3018990029,08/22/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/25/2017,995834,193065
1546 MYRTLE AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3033450028,07/09/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/19/2017,1008736,194126
7520 18 AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,43,3062260048,07/13/2017,Closed,Cleaning crew dispatched. No graffiti on property.,09/19/2017,985312,162687
141 1 AVENUE,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004500031,08/07/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/13/2017,988398,204492
1140 FLATBUSH AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,40,3051640032,06/29/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/08/2017,996020,173389
5516 5 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008310044,07/13/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/01/2017,980533,173234
110 VAN SICLEN AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,37,3039460024,07/24/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/24/2017,1014326,186154
717 FLUSHING AVENUE,BROOKLYN,01 BROOKLYN,Precinct 90,33,3022760003,07/10/2017,Closed,Cleaning crew dispatched.  Owner refused.,08/15/2017,999842,194496
83 ALLEN STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1004130017,07/23/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/10/2017,986742,200862
1124 EAST  179 STREET,BRONX,06 BRONX,Precinct 48,15,2040040008,07/12/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/10/2017,1018514,245511
1012 BEVERLY ROAD,BROOKLYN,14 BROOKLYN,Precinct 70,40,3051410204,07/13/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/10/2017,992641,173822
1201 CHURCH AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,40,3050730041,07/10/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/10/2017,993046,175142
461 NEW LOTS AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,42,3038420023,07/18/2017,Closed,Cleaning crew dispatched.  Owner refused.,08/09/2017,1014560,180799
80 ST MARKS AVENUE,BROOKLYN,06 BROOKLYN,Precinct 78,39,3009360008,07/12/2017,Closed,Cleaning crew dispatched. No graffiti on property.,08/09/2017,991321,186946
102 SECOND AVENUE,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004470008,07/10/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/02/2017,987411,204253
232 METROPOLITAN AVENUE,BROOKLYN,01 BROOKLYN,Precinct 90,34,3023660013,05/03/2017,Closed,Cleaning crew dispatched.  Owner refused.,07/31/2017,995368,199818
2347 86 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,47,3068580059,07/05/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/31/2017,986901,157835
377 BAY RIDGE AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3058630048,05/28/2017,Closed,Cleaning crew dispatched. No graffiti on property.,07/31/2017,977509,170613
33 MARKET STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1002770022,07/09/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/28/2017,985799,198896
62 ORCHARD STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1003090010,07/11/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/28/2017,986795,200482
168 FORSYTH STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1004217502,06/18/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/26/2017,986629,202018
166 BOWERY,MANHATTAN,02 MANHATTAN,Precinct 5,01,1004780033,06/25/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/26/2017,985853,201563
147 GRAND STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34,3023800035,05/10/2017,Closed,Cleaning crew dispatched. No graffiti on property.,07/24/2017,994764,199711
